8167.2,8353.4,8400.2,8139.5,8167200,-2.23%
8000.4,8167.1,8185.9,7929.8,8000400,-2.04%
8073.3,8000.4,8118.2,7944.4,8073300,0.91%
7948.5,8073.3,8116.4,7842,7948500,-1.55%
7957.3,7948.3,8060.2,7892.4,7957300,0.11%
8223.4,7957.4,8288.5,7889.6,8223400,3.34%
8208.2,8224.1,8315.3,8155.7,8208200,-0.18%
8031.4,8207.4,8289.1,8017.7,8031400,-2.15%
7477,8031,8055,7329.2,7477000,-6.90%
7422.7,7476.8,7501.5,7366.3,7422700,-0.73%
8658.3,7422.8,8697.7,7404.9,8658300,16.65%
9230.6,8658.4,10540,8061.8,9230600,6.61%
9529.6,9230.6,9773.2,9081,9529600,3.24%
9207.2,9530.1,9866.9,9202.5,9207200,-3.38%
9411.3,9206.5,9531.3,9125.3,9411300,2.22%
9157.9,9411.3,9411.3,9018.4,9157900,-2.69%
9152.6,9157.9,9378.9,8959.6,9152600,-0.06%
9230.1,9153.1,9270.4,9057.2,9230100,0.85%
9300.6,9230.3,9356.7,9201.2,9300600,0.76%
9198.3,9300.5,9359.1,9095,9198300,-1.10%
9396.4,9198.7,9500.4,9134.1,9396400,2.15%
9310.8,9396.1,9452.7,9193.9,9310800,-0.91%
9338.9,9311.2,9424.6,9262.7,9338900,0.30%
9223.5,9339.2,9367,9130,9223500,-1.24%
8778.2,9223.6,9254.8,8722.4,8778200,-4.83%
8804.5,8778.1,8877.5,8746.9,8804500,0.30%
9036.8,8804.7,9092.9,8763.5,9036800,2.64%
8736.9,9036.9,9066.4,8649.4,8736900,-3.32%
8812.6,8737.4,8841.2,8615.7,8812600,0.87%
8783.1,8813.2,8829.7,8721.1,8783100,-0.33%
8661.2,8782.9,8799.8,8615.8,8661200,-1.39%
8476.3,8660.8,8761.8,8437.1,8476300,-2.13%
8497.3,8476.2,8532.8,8450.7,8497300,0.25%
8509.8,8497.4,8631.7,8413,8509800,0.15%
8208.4,8510.3,8516.3,8110.4,8208400,-3.54%
8145.7,8207.7,8245.6,8032.8,8145700,-0.76%
8099.3,8145.7,8223,8074.2,8099300,-0.57%
7627.9,8099.4,8129.6,7519.7,7627900,-5.82%
7272.5,7627.9,7700.9,6818.5,7272500,-4.66%
7324.1,7271.6,7342.5,7093.7,7324100,0.71%
6924.7,7325,7344.1,6894.9,6924700,-5.45%
7115.6,6924.7,7352.8,6534.8,7115600,2.76%
7162.8,7115.5,7329.5,7045.1,7162800,0.66%
7510.6,7162.8,7636.9,6875.4,7510600,4.86%
7426.7,7510.6,7639.5,7380.6,7426700,-1.12%
7742.7,7426.6,7825.3,7412.3,7742700,4.26%
7546.6,7742.7,7787.7,7472.7,7546600,-2.53%
7396.4,7546.5,7546.5,7244.4,7396400,-1.99%
7298.2,7395.9,7433.8,7173.6,7298200,-1.33%
7291.8,7298.1,7389.4,7227.1,7291800,-0.09%
7204.4,7291.9,7702.2,7113.6,7204400,-1.20%
7399.2,7204.6,7476.3,7184,7399200,2.70%
7530.8,7399.2,7552.1,7329.8,7530800,1.78%
7510.9,7530.4,7595.7,7489.6,7510900,-0.26%
7524.4,7510.8,7576.4,7416.7,7524400,0.18%
7355.8,7524.8,7626,7321.6,7355800,-2.24%
7235.7,7356.2,7400.3,7192.1,7235700,-1.63%
7208,7235.8,7284.4,7168.8,7208000,-0.38%
7208,7208,7272.4,7124.6,7208000,0.00%
7255.2,7208.4,7288,7200.3,7255200,0.65%
7080.8,7255.2,7267.4,7043.3,7080800,-2.40%
7128.5,7080.8,7175.8,7033.8,7128500,0.67%
6903.5,7128.5,7153.1,6864.6,6903500,-3.16%
6613.3,6903.5,6943.5,6575,6613300,-4.20%
7276,6613.5,7387.7,6462.2,7276000,10.02%
7165.5,7276.4,7354,7039.3,7165500,-1.52%
7196.4,7165.5,7218.4,7107.7,7196400,0.43%
7156.2,7196.4,7197.6,7129.6,7156200,-0.56%
7495.8,7156.3,7501.1,7142,7495800,4.74%
7322.8,7496.2,7684,7276.2,7322800,-2.31%
7268.3,7322.4,7433.2,7185.7,7268300,-0.74%
7224.8,7268.3,7542.4,7150.9,7224800,-0.60%
7210.9,7225,7414.3,7177.3,7210900,-0.19%
7261.7,7210.8,7293.8,7128.5,7261700,0.70%
7321.5,7261.9,7375.9,7256.5,7321500,0.82%
7397.5,7321.6,7518.9,7303,7397500,1.04%
7261.8,7397.5,7420.9,7244.1,7261800,-1.84%
7196.4,7261.5,7331,7167.4,7196400,-0.90%
7199.8,7196.4,7259.4,7180,7199800,0.05%
6967,7199.7,7209.6,6901.4,6967000,-3.23%
7343.1,6967.1,7402.9,6884.1,7343100,5.40%
7376.8,7345.1,7433.1,7291.4,7376800,0.46%
7372.5,7376.8,7501,7345.6,7372500,-0.06%
7759.1,7372.6,7783.1,7366.7,7759100,5.24%
8155.7,7759.1,8182,7754.1,8155700,5.11%
8059.6,8154.2,8436.4,7900.8,8059600,-1.18%
7842.4,8060,8065.9,7779.2,7842400,-2.70%
8187.1,7842.5,8187.4,7697.7,8187100,4.40%
8024.1,8187.8,8262.9,8008.4,8024100,-1.99%
8187.6,8023.3,8189.9,7973.1,8187600,2.04%
8111.4,8188.3,8196.7,8068.4,8111400,-0.93%
8829.2,8111.2,8898.7,8111.2,8829200,8.85%
8818.3,8827.9,8904,8615.5,8818300,-0.12%
8726.9,8818.1,8850,8605.8,8726900,-1.04%
8913.1,8726.7,9005.1,8675.9,8913100,2.13%
8916.3,8913,8982.3,8814.6,8916300,0.04%
8706.2,8916.3,9183.7,8552.8,8706200,-2.36%
8641.9,8705.7,8740.1,8539.2,8641900,-0.74%
8732.6,8642,8770.3,8524,8732600,1.05%
8678.5,8733,8805.4,8610.8,8678500,-0.62%
8405.1,8678.5,8687.3,8309.6,8405100,-3.15%
8439.9,8404.9,8522,8242.6,8439900,0.41%
8341.6,8439.9,8447.6,8277.2,8341600,-1.17%
8607.8,8341.6,8607.8,8304.9,8607800,3.19%
8866.6,8608.1,8983.1,8585.6,8866600,3.01%
9377.3,8866.6,9389.5,8866.6,9377300,5.76%
9298.9,9377.3,9428.7,9250.9,9298900,-0.84%
9507.3,9299.1,9569,9209.2,9507300,2.24%
9349.1,9508.3,9525,9222.3,9349100,-1.66%
9381.6,9349.3,9458.8,9301.5,9381600,0.35%
9334.9,9381.5,9465.4,9183.1,9334900,-0.50%
9296.6,9334.6,9582.8,9243.1,9296600,-0.41%
9193.9,9296.5,9347.5,9193.9,9193900,-1.10%
9611.8,9194.1,9726.8,9179.9,9611800,4.54%
9772,9611.8,9854.9,9536.1,9772000,1.67%
9818.6,9771.9,9872.5,9738.7,9818600,0.48%
9895.5,9817.3,9931.2,9673.2,9895500,0.78%
10151.5,9895.4,10157.1,9882.7,10151500,2.59%
9854.1,10151.5,10181.7,9774.8,9854100,-2.93%
10229.5,9854,10314.1,9725.1,10229500,3.81%
10352.3,10229.3,10435.6,10229.3,10352300,1.20%
