0.23722,0.23308,0.24175,0.23113,1.63B,1.78%
0.23307,0.23574,0.23637,0.22452,1.55B,-1.13%
0.23575,0.24349,0.25122,0.22818,2.39B,-3.19%
0.2435,0.23916,0.254,0.23207,2.66B,1.81%
0.23917,0.22919,0.24426,0.22672,2.77B,4.36%
0.22918,0.23378,0.23497,0.22272,2.46B,-1.97%
0.23379,0.23497,0.23497,0.22651,3.23B,-0.51%
0.23499,0.21141,0.24435,0.21133,3.24B,11.15%
0.21141,0.2153,0.21551,0.21005,1.32B,-1.80%
0.21529,0.21127,0.21689,0.20971,1.64B,1.85%
0.21138,0.21258,0.21973,0.20883,2.08B,-0.57%
0.21259,0.20372,0.21266,0.2005,2.13B,4.35%
0.20372,0.20756,0.20871,0.20129,1.77B,-1.85%
0.20756,0.21351,0.21761,0.20342,2.44B,-2.79%
0.21351,0.22307,0.22505,0.20735,3.00B,-4.28%
0.22306,0.19455,0.22306,0.19428,2.84B,14.65%
0.19455,0.19313,0.19708,0.19289,1.15B,0.74%
0.19311,0.19321,0.19366,0.19135,1.11B,-0.05%
0.19321,0.18749,0.1938,0.18464,1.74B,3.06%
0.18748,0.19306,0.1931,0.18634,1.47B,-2.89%
0.19307,0.19293,0.19508,0.19223,1.23B,0.07%
0.19294,0.19317,0.19403,0.19,1.33B,-0.13%
0.19319,0.19674,0.19771,0.19216,1.56B,-1.80%
0.19674,0.1931,0.19827,0.19107,1.47B,1.89%
0.19309,0.18994,0.19478,0.18972,1.50B,1.65%
0.18995,0.18924,0.18997,0.18539,1.43B,0.38%
0.18924,0.18863,0.19379,0.18736,1.52B,0.32%
0.18863,0.19076,0.19127,0.18653,1.37B,-1.13%
0.19078,0.18978,0.19374,0.18774,1.69B,0.53%
0.18978,0.19642,0.1982,0.18853,1.80B,-3.38%
0.19642,0.19146,0.19655,0.19046,1.41B,2.59%
0.19146,0.19512,0.19595,0.19028,1.46B,-1.88%
0.19512,0.18785,0.19771,0.18406,2.28B,3.87%
0.18786,0.19575,0.19692,0.18474,1.94B,-4.03%
0.19574,0.18302,0.19905,0.17553,3.11B,6.96%
0.18301,0.20564,0.2057,0.17898,3.12B,-11.00%
0.20564,0.21745,0.21763,0.20365,1.65B,-5.44%
0.21746,0.2163,0.21914,0.21505,1.01B,0.53%
0.21631,0.22056,0.22071,0.21512,1.04B,-1.93%
0.22057,0.21851,0.22061,0.21572,1.32B,0.94%
0.21851,0.22096,0.22254,0.21734,1.38B,-1.10%
0.22095,0.22262,0.22357,0.22016,1.09B,-0.75%
0.22261,0.22451,0.22525,0.21909,1.31B,-0.85%
0.22451,0.22921,0.23034,0.22143,1.38B,-2.05%
0.22921,0.22708,0.2318,0.22386,1.24B,0.94%
0.22708,0.22555,0.22793,0.22321,1.21B,0.68%
0.22555,0.22113,0.22616,0.21902,1.50B,1.99%
0.22115,0.2141,0.22588,0.21212,2.19B,3.30%
0.21409,0.21947,0.22372,0.20992,1.85B,-2.44%
0.21946,0.21914,0.22169,0.2179,1.20B,0.14%
0.21915,0.22483,0.22611,0.21756,1.39B,-2.52%
0.22483,0.22548,0.22556,0.21876,1.25B,-0.29%
0.22548,0.23006,0.23186,0.2238,1.12B,-1.98%
0.23004,0.22313,0.23225,0.2227,1.44B,3.11%
0.22311,0.22404,0.22914,0.22269,1.32B,-0.42%
0.22404,0.22074,0.22933,0.2129,1.86B,1.51%
0.22072,0.21786,0.22186,0.21379,1.52B,1.32%
0.21785,0.22022,0.22435,0.20268,2.86B,-1.08%
0.22023,0.23401,0.23455,0.21928,1.40B,-5.88%
0.234,0.23021,0.23537,0.2257,1.54B,1.65%
0.2302,0.24337,0.24569,0.22215,2.42B,-5.41%
0.24337,0.25027,0.25347,0.23698,1.76B,-2.75%
0.25025,0.25387,0.25816,0.24828,1.37B,-1.42%
0.25386,0.25197,0.25628,0.24355,1.51B,0.74%
0.25199,0.26303,0.2631,0.24256,1.53B,-4.20%
0.26303,0.26219,0.26591,0.25932,1.25B,0.32%
0.26219,0.26064,0.26398,0.25937,1.25B,0.60%
0.26063,0.26823,0.27217,0.25399,1.72B,-2.83%
0.26823,0.27216,0.27269,0.26413,1.26B,-1.44%
0.27215,0.27215,0.2753,0.2703,1.29B,0.01%
0.27212,0.27429,0.27623,0.26823,1.56B,-0.79%
0.27429,0.27918,0.28105,0.27009,1.53B,-1.75%
0.27919,0.27987,0.2837,0.27684,1.61B,-0.24%
0.27987,0.27553,0.2814,0.27471,1.49B,1.58%
0.27553,0.29055,0.29084,0.27188,2.19B,-5.18%
0.29056,0.31019,0.31422,0.27712,2.64B,-6.32%
0.31018,0.3006,0.3128,0.29708,1.73B,3.19%
0.30058,0.29879,0.30416,0.29563,1.87B,0.60%
0.29879,0.29029,0.29982,0.28928,1.72B,2.93%
0.29029,0.29469,0.29586,0.28871,1.44B,-1.49%
0.29469,0.29136,0.29733,0.29131,1.62B,1.14%
0.29137,0.29448,0.29448,0.28541,1.68B,-1.05%
0.29448,0.29466,0.29838,0.28821,1.76B,-0.05%
0.29463,0.30186,0.30563,0.29068,1.99B,-2.40%
0.30187,0.29444,0.30907,0.29437,2.19B,2.51%
0.29447,0.29826,0.30443,0.2935,2.07B,-1.27%
0.29826,0.29374,0.30191,0.28954,2.27B,1.54%
0.29375,0.29833,0.312,0.28431,3.45B,-1.54%
0.29835,0.27602,0.30672,0.27471,2.66B,8.09%
0.27602,0.27315,0.27995,0.26686,1.67B,1.02%
0.27324,0.29052,0.29119,0.25165,2.50B,-5.95%
0.29053,0.29203,0.30215,0.28902,1.59B,-0.53%
0.29207,0.29397,0.29417,0.28846,1.48B,-0.65%
0.29397,0.29133,0.29609,0.28208,1.76B,0.91%
0.29133,0.29393,0.29883,0.28736,1.69B,-0.88%
0.29393,0.30172,0.30187,0.28503,2.02B,-2.59%
0.30173,0.28343,0.30302,0.27999,2.10B,6.46%
0.28342,0.28837,0.29202,0.27889,1.96B,-1.72%
0.28839,0.29725,0.29878,0.28328,2.12B,-2.98%
0.29725,0.27738,0.29774,0.2765,2.08B,7.17%
0.27737,0.27236,0.28121,0.27164,1.44B,1.84%
0.27236,0.26739,0.27698,0.26728,1.35B,1.85%
0.26741,0.27029,0.27442,0.26481,1.39B,-1.08%
0.27033,0.28096,0.2817,0.26555,1.61B,-3.78%
0.28095,0.27751,0.28633,0.27377,1.89B,1.23%
0.27753,0.27581,0.28479,0.27088,1.88B,0.63%
0.2758,0.25535,0.2808,0.25354,2.40B,8.02%
0.25532,0.25324,0.25621,0.25096,1.17B,0.85%
0.25318,0.25245,0.25625,0.24707,1.06B,0.29%
0.25244,0.24681,0.25627,0.24493,1.11B,2.27%
0.24683,0.25275,0.25292,0.24225,1.13B,-2.36%
0.25279,0.24806,0.25453,0.24455,1.26B,1.91%
0.24805,0.25643,0.26061,0.24512,1.49B,-3.27%
0.25643,0.24021,0.26132,0.23594,1.80B,6.76%
0.2402,0.24185,0.24225,0.23478,932.38M,-0.69%
0.24186,0.24222,0.24429,0.2383,989.12M,-0.13%
0.24218,0.24219,0.24676,0.23374,1.37B,0.01%
0.24217,0.24565,0.24953,0.23017,1.71B,-1.44%
0.24571,0.23334,0.2488,0.23213,2.07B,5.29%
0.23336,0.26755,0.27239,0.22523,3.09B,-12.76%
0.26751,0.2764,0.28622,0.26653,1.72B,-3.21%
0.27639,0.28968,0.28983,0.26969,1.39B,-4.59%
0.28968,0.29373,0.29728,0.28657,1.44B,-1.38%
0.29373,0.30063,0.30151,0.28417,1.56B,-2.30%
0.30065,0.31348,0.31348,0.28404,2.64B,-4.09%
0.31348,0.28536,0.32571,0.28523,2.64B,9.90%
0.28525,0.26103,0.29755,0.25958,2.08B,9.28%
0.26103,0.26027,0.26299,0.25715,773.77M,0.29%
0.26027,0.26131,0.26409,0.25892,800.65M,-0.39%
0.26128,0.25526,0.26507,0.25394,994.26M,2.36%
0.25527,0.25404,0.25593,0.25189,796.18M,0.48%
0.25406,0.25517,0.25639,0.25098,824.05M,-0.44%
0.25517,0.25866,0.2604,0.25132,932.28M,-1.35%
0.25867,0.25865,0.26325,0.25418,931.34M,0.01%
0.25865,0.2623,0.26396,0.25664,1.08B,-1.39%
0.2623,0.25999,0.26573,0.25646,1.04B,0.89%
0.25999,0.2513,0.26281,0.2503,879.47M,3.42%
0.25139,0.25618,0.25859,0.24801,1.04B,-1.87%
0.25618,0.25846,0.25923,0.254,936.09M,-0.88%
0.25845,0.26253,0.26266,0.25668,950.19M,-1.56%
0.26253,0.26087,0.26605,0.25803,1.00B,0.64%
0.26087,0.2559,0.26392,0.25302,936.45M,1.94%
0.2559,0.25759,0.25878,0.25101,781.30M,-0.66%
0.25759,0.25552,0.25992,0.25335,828.47M,0.81%
0.25551,0.25685,0.25722,0.2525,893.37M,-0.52%
0.25685,0.25634,0.26203,0.24775,1.13B,0.19%
0.25636,0.26958,0.27072,0.24773,1.16B,-4.88%
0.26952,0.27038,0.27052,0.2655,703.19M,-0.32%
0.27038,0.26952,0.27942,0.26725,1.09B,0.31%
0.26953,0.27138,0.27584,0.26634,848.02M,-0.68%
0.27137,0.27669,0.27726,0.2648,878.39M,-1.92%
0.27669,0.27053,0.27669,0.26774,901.74M,2.28%
0.27053,0.26587,0.27402,0.26057,1.20B,1.73%
0.26592,0.27421,0.27454,0.25917,1.97B,-3.03%
0.27423,0.28184,0.28219,0.2702,2.37B,-2.70%
0.28184,0.28292,0.29019,0.27623,2.69B,-0.37%
0.2829,0.26542,0.29107,0.2636,2.35B,6.58%
0.26544,0.26061,0.26926,0.25808,2.84B,1.85%
0.26061,0.26401,0.26501,0.25534,2.28B,-1.32%
0.2641,0.26322,0.26836,0.25286,2.27B,0.37%
0.26313,0.29799,0.29853,0.24016,2.55B,-11.67%
0.2979,0.30066,0.30102,0.29335,920.43M,-0.92%
0.30067,0.30288,0.30504,0.2983,802.18M,-0.73%
0.30287,0.29921,0.30591,0.29551,849.00M,1.21%
0.29925,0.29658,0.30535,0.29259,1.12B,0.92%
0.29651,0.30838,0.30893,0.29043,1.10B,-3.85%
0.30838,0.31091,0.31187,0.30522,971.56M,-0.85%
0.31104,0.31193,0.31659,0.30808,961.19M,-0.29%
0.31193,0.3222,0.32398,0.30848,1.07B,-3.16%
0.32211,0.31831,0.33075,0.31828,1.23B,1.19%
0.31831,0.31601,0.32253,0.31142,1.02B,0.73%
0.31601,0.31166,0.31732,0.31104,848.31M,1.41%
0.31163,0.31566,0.3176,0.30908,876.75M,-1.27%
0.31565,0.31966,0.31967,0.3117,898.94M,-1.25%
0.31966,0.31819,0.32318,0.3155,891.75M,0.46%
0.31819,0.31019,0.32118,0.30718,892.80M,2.59%
0.31016,0.3117,0.31422,0.30709,800.80M,-0.49%
0.3117,0.30994,0.31363,0.30091,964.97M,0.57%
0.30993,0.32336,0.32587,0.30607,1.03B,-4.15%
0.32336,0.31333,0.32486,0.30756,924.79M,3.20%
0.31333,0.31545,0.3219,0.31186,974.67M,-0.67%
0.31545,0.30888,0.31863,0.30412,1.13B,2.13%
0.30886,0.32125,0.32125,0.30604,1.11B,-3.86%
0.32126,0.33069,0.33213,0.31608,1.13B,-2.85%
0.3307,0.33283,0.33469,0.32106,1.10B,-0.65%
0.33286,0.31866,0.34033,0.31854,1.25B,4.46%
0.31866,0.32028,0.32197,0.31028,1.14B,-0.51%
0.32028,0.31011,0.32581,0.30412,1.54B,3.27%
0.31013,0.29531,0.32359,0.29323,1.73B,5.02%
0.29532,0.31293,0.3194,0.28609,1.75B,-5.62%
0.3129,0.30434,0.32309,0.29498,1.78B,2.76%
0.30451,0.33204,0.33506,0.30008,1.59B,-8.30%
0.33206,0.34351,0.34423,0.32414,1.15B,-3.33%
0.34351,0.32896,0.34889,0.32065,1.54B,4.44%
0.3289,0.36143,0.36235,0.31938,2.20B,-9.00%
0.36144,0.39327,0.39611,0.34428,2.21B,-8.09%
0.39327,0.40098,0.40652,0.38961,1.24B,-1.94%
0.40104,0.39662,0.40273,0.39181,992.34M,1.12%
0.39661,0.39022,0.39973,0.38725,1.11B,1.64%
0.39022,0.37896,0.4096,0.37877,1.35B,2.98%
0.37891,0.3877,0.3888,0.37489,1.20B,-2.26%
0.38768,0.40426,0.40452,0.38642,1.20B,-4.10%
0.40425,0.39828,0.40511,0.39512,1.07B,1.50%
0.39829,0.40697,0.41065,0.38462,1.48B,-2.12%
0.40692,0.39699,0.4212,0.38951,1.59B,2.51%
0.39695,0.42674,0.42827,0.39648,1.50B,-6.98%
0.42673,0.4263,0.4296,0.40502,1.60B,0.10%
0.4263,0.40998,0.42665,0.40588,1.63B,4.04%
0.40976,0.46738,0.47071,0.39489,2.96B,-12.33%
0.46739,0.46811,0.49582,0.45328,2.87B,-0.16%
0.46812,0.47394,0.47639,0.45774,1.73B,-1.23%
0.47394,0.47016,0.47554,0.451,1.49B,0.80%
0.47017,0.47707,0.49215,0.46529,2.13B,-1.45%
0.47707,0.44318,0.50552,0.44022,3.24B,7.65%
0.44316,0.42984,0.44739,0.42973,1.50B,3.10%
0.42986,0.43419,0.43523,0.42075,1.25B,-1.00%
0.43418,0.42717,0.43792,0.42432,1.23B,1.63%
0.4272,0.44722,0.45471,0.42021,2.03B,-4.49%
0.44728,0.42751,0.46044,0.42615,2.03B,4.63%
0.42748,0.40947,0.44041,0.40683,1.84B,4.40%
0.40947,0.40194,0.41203,0.40039,1.27B,1.85%
0.40204,0.39882,0.403,0.39079,1.11B,0.81%
0.39882,0.40063,0.40797,0.39554,1.12B,-0.47%
0.40068,0.39204,0.4009,0.38749,1.22B,2.20%
0.39205,0.40005,0.40176,0.3826,1.22B,-2.00%
0.40003,0.3854,0.40303,0.38064,1.40B,3.78%
0.38547,0.4072,0.41027,0.37232,1.47B,-5.34%
0.40721,0.41974,0.42205,0.40262,1.03B,-2.98%
0.41973,0.41935,0.42999,0.41434,1.38B,0.09%
0.41935,0.40042,0.42292,0.39128,1.80B,4.73%
0.40041,0.39836,0.40557,0.38824,1.62B,0.51%
0.39837,0.41808,0.41877,0.38531,2.44B,-4.71%
0.41805,0.44401,0.46336,0.41805,2.38B,-5.85%
0.44403,0.42891,0.44665,0.42786,1.25B,3.52%
0.42894,0.43842,0.44121,0.41956,1.47B,-2.16%
0.43841,0.41843,0.44049,0.40806,1.96B,4.78%
0.41841,0.44277,0.47232,0.40294,3.27B,-5.50%
0.44275,0.44861,0.45595,0.42106,2.10B,-1.31%
0.44863,0.43356,0.45732,0.41911,2.32B,3.50%
0.43344,0.40471,0.44539,0.40323,2.14B,7.12%
0.40464,0.38542,0.40919,0.37556,1.54B,5.00%
0.38536,0.38287,0.39194,0.38079,1.20B,0.65%
0.38289,0.37974,0.39165,0.3718,1.72B,0.83%
0.37975,0.37313,0.38252,0.36351,1.54B,1.78%
0.37311,0.39539,0.40906,0.36928,1.88B,-5.65%
0.39544,0.39552,0.40542,0.38734,1.54B,-0.02%
0.39551,0.41542,0.41542,0.38139,2.10B,-4.79%
0.41539,0.37191,0.42478,0.3708,2.58B,11.68%
0.37194,0.38806,0.39294,0.36566,1.81B,-4.15%
0.38805,0.41806,0.42271,0.3614,3.56B,-7.15%
0.41795,0.45696,0.47805,0.39616,4.58B,-8.55%
0.45701,0.40916,0.46522,0.40908,3.84B,11.69%
0.40919,0.32406,0.42191,0.32271,5.34B,26.29%
0.324,0.31069,0.32816,0.30893,1.78B,4.28%
0.31069,0.32184,0.32937,0.30579,2.12B,-3.48%
0.32189,0.29949,0.33765,0.29929,2.26B,7.48%
0.2995,0.29606,0.301,0.29304,999.25M,1.16%
0.29605,0.30052,0.30188,0.29381,890.64M,-1.49%
0.30053,0.2989,0.30263,0.29688,873.58M,0.55%
0.29889,0.30295,0.30733,0.29862,1.07B,-1.34%
0.30296,0.30167,0.30601,0.29657,1.10B,0.43%
0.30165,0.30368,0.30549,0.30011,876.98M,-0.67%
0.30368,0.30764,0.31715,0.29999,1.18B,-1.28%
0.30763,0.30343,0.31002,0.30181,1.13B,1.38%
0.30343,0.30391,0.3051,0.30159,735.81M,-0.15%
0.30389,0.30884,0.30994,0.30097,807.98M,-1.61%
0.30886,0.29442,0.31179,0.29326,1.19B,4.92%
0.29437,0.29939,0.30151,0.29187,816.53M,-1.68%
0.2994,0.29896,0.30226,0.29662,728.25M,0.15%
0.29895,0.30293,0.30442,0.29744,720.19M,-1.31%
0.30293,0.29234,0.30409,0.28947,1.32B,3.62%
0.29234,0.30015,0.30552,0.28687,1.38B,-2.60%
0.30013,0.31888,0.32424,0.29229,1.69B,-5.88%
0.31888,0.32266,0.33144,0.31875,1.23B,-1.17%
0.32266,0.32078,0.32989,0.3182,1.05B,0.59%
0.32078,0.32726,0.32861,0.31596,988.53M,-2.01%
0.32735,0.3303,0.33221,0.32266,827.62M,-0.89%
0.33028,0.33523,0.33537,0.32693,977.04M,-1.47%
0.33522,0.33369,0.3447,0.33265,1.23B,0.46%
0.33369,0.3239,0.33938,0.31909,1.29B,3.02%
0.3239,0.31904,0.32477,0.31662,847.47M,1.52%
0.31904,0.3263,0.3297,0.31427,1.13B,-2.23%
0.32632,0.32479,0.32996,0.32139,858.51M,0.46%
0.32482,0.32356,0.33539,0.32017,534.41M,0.36%
0.32364,0.32729,0.32812,0.31457,581.55M,-1.11%
0.32729,0.35317,0.35354,0.31992,1.04B,-7.33%
0.35315,0.34744,0.35765,0.3464,608.54M,1.65%
0.34742,0.35597,0.35597,0.34445,628.97M,-2.41%
0.35599,0.36155,0.37025,0.34519,997.38M,-1.55%
0.36157,0.35256,0.36668,0.35081,902.79M,2.56%
0.35256,0.36163,0.36208,0.34672,1.01B,-2.48%
0.36152,0.33013,0.37939,0.3301,1.67B,9.52%
0.3301,0.34055,0.34661,0.32519,1.11B,-3.08%
0.34058,0.35114,0.37043,0.32773,1.86B,-3.00%
0.35112,0.31244,0.35618,0.31158,1.66B,12.38%
0.31243,0.30891,0.31426,0.3078,498.48M,1.15%
0.3089,0.31104,0.31158,0.30744,355.84M,-0.69%
0.31104,0.30786,0.31813,0.30731,587.27M,1.04%
0.30784,0.30616,0.31012,0.30529,484.34M,0.55%
0.30616,0.31037,0.31037,0.30452,287.91M,-1.36%
0.31038,0.3028,0.31101,0.30063,467.14M,2.50%
0.3028,0.30297,0.3037,0.29407,375.75M,-0.06%
0.30297,0.30774,0.30799,0.29995,405.39M,-1.55%
0.30774,0.3117,0.31173,0.30538,291.97M,-1.27%
0.31171,0.31054,0.31258,0.30924,235.98M,0.37%
0.31057,0.3101,0.31248,0.30739,286.22M,0.15%
0.3101,0.3178,0.31911,0.3028,434.50M,-2.41%
0.31776,0.31583,0.32231,0.31177,400.29M,0.59%
0.3159,0.31479,0.31625,0.3128,310.94M,0.36%
0.31478,0.31568,0.31948,0.31241,312.31M,-0.28%
0.31568,0.31871,0.31902,0.31445,222.11M,-0.95%
0.31871,0.31505,0.32277,0.31494,413.37M,1.16%
0.31505,0.31153,0.31665,0.31117,295.02M,1.13%
0.31154,0.31374,0.3168,0.30686,352.04M,-0.71%
0.31376,0.31039,0.3252,0.30781,452.35M,1.08%
0.31039,0.3104,0.31157,0.30641,237.32M,0.00%
0.31039,0.31295,0.31447,0.30799,310.57M,-0.82%
0.31295,0.31388,0.31692,0.30933,260.45M,-0.30%
0.31388,0.30805,0.31886,0.30746,411.92M,1.90%
0.30802,0.31324,0.31624,0.3052,292.33M,-1.67%
0.31324,0.31648,0.31953,0.31292,373.33M,-1.02%
0.31648,0.31513,0.32161,0.31034,402.06M,0.43%
0.31513,0.30247,0.31794,0.3013,391.02M,4.19%
0.30246,0.31106,0.31213,0.29794,328.22M,-2.76%
